OBJECTID,FID_1,PROJECT_ID,GRP_CODE,PRJ_NAME,PRJ_DESC,START_DATE,END_DATE,contact_di,EMAIL,Mileage,F_STRT_NM,F_CRSST_NM,T_ST_NM,T_CRST_NM,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,Shape__Len,Shape__Length
361,361,D7R1-AL05,SNOW-D7R1,SNOW - 16TH ST BR DECK AND SIDEWALKS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.38562619,Chestnut St,Progress St,16th St,Penn Ave,-79.99243556,40.45295433,-79.98999014,40.45087241,-79.9875298,40.44880893,0.006423294,0.006423294
362,385,D1R7-1744-NP,SNOW-D1R7,SNOW - W RIDGE RD/POLICE ACADEMY,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.472916432,W Ridge Rd,Kummer Rd,Police Academy,Police Academy,-80.01306633,40.58811562,-80.00927784,40.58835652,-80.01005958,40.58872261,0.008416642,0.00841664
363,388,D1R3-ZIKH-ROSS,SNOW-D1R3,SNOW - ROSS KANE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.215361667,Felicity Dr,McIntyre Rd,Ross Kane Drive,Loop,-80.01555772,40.55163933,-80.01449965,40.55041187,-80.01394303,40.54991516,0.003511944,0.003511945
364,389,D8R3-AIRPORT,SNOW-D8R3,SNOW - AIRPORT DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.256375278,Airport Dr,Lebanon Church Rd,Airport Dr,Lebanon Church Rd,-79.92698896,40.35044177,-79.92707417,40.35205516,-79.92715794,40.35042951,0.003935488,0.003935488
365,390,D7R2-JAIL,SNOW-D7R2,SNOW - JAIL RAMP/PARKING LOT,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.256514373,Jail Ramp,Second Ave,Jail Ramp,First Ave,-79.99054852,40.43447729,-79.99241853,40.43428142,-79.99420705,40.43488151,0.004644943,0.004644944
366,391,D7R2-COB4TH,SNOW-D7R2,SNOW - 4TH AVE RAMP/PARKING LOTS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.18640916,Fourth Ave,Ross St,Fourth Avenue,Dead End,-79.99637019,40.43754968,-79.99577142,40.43701469,-79.99580961,40.4373394,0.00308667,0.003086671
368,393,D7R2-CLACK 7,SNOW-D7R2,SNOW - CLACK CTR 7,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.24113246,Clack 7 Lots,39th St,Clack 7 Lots,39th St,-79.96032224,40.46494949,-79.9600596,40.46550045,-79.96026591,40.46522294,0.004021428,0.00402143
369,394,D7R2-CLACK 1,SNOW-D7R2,SNOW - CLACK CTR 1,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.144628511,Clack 1 Lot,Penn Ave,Clack 1 Lot,40th St,-79.9593486,40.46543312,-79.95861059,40.46547891,-79.9590616,40.46518825,0.00244562,0.002445619
370,395,D2R1-ZIKHScot,SNOW-D2R1,SNOW - SCOTT KANE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.225987607,Green Commons Dr,Green Commons Dr,Kane Blvd,Kane Blvd,-80.08854166,40.37368192,-80.08676646,40.37393278,-80.08810446,40.37509798,0.003921474,0.003921474
371,396,D2R2-6772-SC,SNOW-D2R2,SNOW - PAPOOSE DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.580671812,Papoose Dr,Ridge Rd,Papoose Dr,Teepee Dr,-80.15656263,40.43459164,-80.15995302,40.43382541,-80.16029627,40.43008782,0.009800308,0.00980031
372,398,D2R2-6774-SC,SNOW-D2R2,SNOW - TEEPEE DR/GREER DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.387543701,Teepee Dr,Papoose Dr,Greer Dr,Greer Dr,-80.16031935,40.43011419,-80.16302686,40.43045016,-80.16347363,40.4273946,0.00619354,0.00619354
373,399,D2R2-6773-SC,SNOW-D2R2,SNOW - TEEPEE DR (LOOP),Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.524115039,Teepee Dr,Papoose Dr,Teepee Dr,Loop,-80.16031667,40.43011827,-80.15791047,40.42679925,-80.15699073,40.4251772,0.008313038,0.008313038
374,400,D4R2-4725-RH,SNOW-D4R2,SNOW - ROUND HILL ENTRANCE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.055988257,Round Hill Entrance Rd,Round Hill Rd,Round Hill Entrance Rd,Hereford Dr,-79.854237,40.2410734,-79.85420246,40.24148525,-79.85393659,40.24181866,0.00085286,0.00085286
375,401,D4R1-4756-WO,SNOW-D4R1,SNOW - SYLVAN DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.707222528,Sylvan Dr,McClintock Rd,Sylvan Dr,Loop,-79.79052141,40.33783424,-79.7988449,40.33365517,-79.80069234,40.33822678,0.027556502,0.027556501
376,402,D4R1-4767-WO,SNOW-D4R1,SNOW - SUMAC DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.165606544,Sumac Dr,Sylvan Dr,Sumac Dr,Sylvan Dr,-79.79716901,40.3380686,-79.79667971,40.33709074,-79.7959781,40.33617947,0.002663456,0.002663456
377,403,D5R4-5710-SP,SNOW-D5R4,SNOW - SESQUI DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.22657144,Sesqui Dr,Stoltz Rd,Sesqui Dr,Corrigan Dr,-80.01287345,40.31172874,-80.0045392,40.30669791,-80.00166923,40.30932552,0.021212846,0.021212847
378,404,D5R4-5776-SP,SNOW-D5R4,SNOW - SLEEPY HOLLOW RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.711359774,Sleepy Hollow Rd,Stoltz Rd,Sleepy Hollow Rd,End,-80.01253754,40.30542696,-80.00784063,40.30206261,-80.00465184,40.297666,0.011702464,0.011702464
379,405,D5R4-5713-SP,SNOW-D5R4,SNOW - TWIN HILLS DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.658264794,Twin Hills Dr,Stoltz Rd,Twin Hills Dr,Stoltz Rd,-80.0208202,40.3201323,-80.01419104,40.32215414,-80.02527803,40.32443081,0.02899131,0.028991312
380,406,D5R4-5700-SP,SNOW-D5R4,SNOW - 100 ACRE DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.271999697,100 Acre Dr,Twin Hills Dr,100 Acre Dr,E Park Dr,-80.00673116,40.33559535,-80.00856114,40.32199552,-80.01872368,40.32402404,0.036280168,0.036280167
381,408,D5R4-5771-SP,SNOW-D5R4,SNOW - LINHART DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.266499952,Linhart Dr,Broughton Rd,Linhart Dr,E Park Dr,-80.0030385,40.33441121,-80.00342893,40.33247549,-80.00361785,40.33082899,0.00403382,0.004033819
382,409,D4R2-4764-RH,SNOW-D4R2,SNOW - HEREFORD DR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.020270071,Hereford Dr,Round Hill Entrance Rd,Hereford Dr,End,-79.85396342,40.24181661,-79.85520937,40.24763191,-79.8524131,40.25217974,0.016109493,0.016109492
